,采集时段,总风速,纵桥向风速,横桥向风速,竖向风速,Ix,Iy,Iz,温度平均值,湿度平均值,纵向变位平均值,纵向变位标准差,横向变位平均值,横向变位标准差,竖向变位平均值,竖向变位标准差,横向加速度平均值,横向加速度标准差,竖向加速度平均值,竖向加速度标准差
0,2021-05-04 00:00:00.000,3.417032409352526,1.1872562340391726,3.167862982738953,0.0023191718208238,0.1189807006886015,0.1562238601521627,0.0008387322009559,27.32165,40.41308333333333,-3.97302646467069,3.82438283227061,1.1599800067633017,3.4541795467958054,0.2650466546010611,3.8707519528887593,-5.286044194996691e-07,0.0005476834070843,-9.050184176850478e-07,0.0024183178960087
1,2021-05-04 00:10:00.000,3.756233112244608,0.954047659232207,3.607304009491539,0.0029872465461983,0.114395480974565,0.1151334853076674,0.000827406774703,27.08393333333333,41.3316,0.7770980364341444,3.0909585669983426,1.6492641597069695,2.9128647227493505,-0.7948582557500964,4.422763264201676,-6.984093808318505e-07,0.0006024285782516,1.0548201390735224e-06,0.0038124749411548
2,2021-05-04 00:20:00.000,3.256598599544171,1.091168401022399,3.0423547248695546,0.0020016590865412,0.1402525692123705,0.106636328804438,0.0009487662007626,26.87885,41.92926666666667,3.0746904917135343,4.467872961520602,3.4273652965037456,2.553951207684718,-1.2662655732629775,3.956103664213756,-3.475066536034679e-07,0.0005744607107383,-1.285648935993164e-06,0.0025961086158734
3,2021-05-04 00:30:00.000,2.8111216503078635,1.0100551510429427,2.571264623081551,0.0012916859698266,0.17995230862745,0.1645292764090416,0.0013354606141537,26.697140468227424,42.30197324414716,0.0138017477382568,2.27987660602168,-3.696263812976566,3.175842083253366,-3.1340528309026743,3.822151804804992,-7.408822031990137e-07,0.0004888633738913,1.4018409369072467e-06,0.0021721399799829
4,2021-05-04 00:40:00.000,3.3877915485792918,1.788316414412835,2.8508249039050018,0.0011438136570345,0.1227936707739525,0.1275643001891805,0.0009994613279155,26.522643097643098,42.51289562289562,2.3096938612447686,5.135037493333542,-10.692989983897276,2.7636638100013675,-4.598755091117049,5.084820076932694,9.06938389034692e-08,0.0007107579149853,1.7037768103406983e-06,0.0048271640606777
5,2021-05-04 00:50:00.000,3.479170437210702,1.886779070155196,2.880052266858374,0.000557584830982,0.166882862935573,0.130673070677042,0.0012286147408905,26.332,43.00351666666667,2.121304390391159,3.1366353361654578,-8.550961368426668,2.8413890003373816,-4.828633039192312,4.115997628279655,7.916685964490443e-08,0.0004232000651596,3.304183518726566e-07,0.0019249606172134
6,2021-05-04 01:00:00.000,3.257900083548266,1.8517303909818763,2.6393438737007577,0.0006930104673543,0.1784231267366448,0.1533061622249974,0.0012429213974226,26.13475,43.60853333333333,6.711693126747763,2.63016217219702,-5.014028116807228,2.3910523162880915,-5.325046733979575,3.5825167233360604,-1.1394785098324905e-07,0.0005445749153021,1.44583918978097e-06,0.0027414317444723
7,2021-05-04 01:10:00.000,3.339849965937298,1.5096103909335623,2.916169512919782,0.0013919643461147,0.1950496257158209,0.1980798220925865,0.0016638845200457,25.94945,44.38725,11.526784180279485,4.51046463338458,0.5756069633414704,4.924327394700505,-7.212992369766787,6.039677311349406,-1.844482839798822e-06,0.0009743574747148,2.2662128520875985e-07,0.0066219191801756
8,2021-05-04 01:20:00.000,3.840962674854884,1.5736374250422287,3.44920846747106,0.0033962155552803,0.1666187466537434,0.1830014929626874,0.0016293270361651,25.750654362416107,45.27159395973154,14.411676676326154,4.357964228856844,4.315354151540354,4.669184421280087,-8.181572734579147,5.990944224041868,-1.4626344645973804e-06,0.0008470563370749,-3.03580218700224e-06,0.0043139383489314
9,2021-05-04 01:30:00.000,3.5716339089525206,1.4402674531668582,3.2056946983380405,0.00226558667562,0.1936468157155988,0.1895791074086937,0.001477580194426,25.58395,45.89228333333333,10.01581480589108,3.020745085126455,4.230565916832743,2.443186668906183,-7.736219487795288,4.594254979092345,3.504558027231953e-07,0.0005412285832757,9.22734308149326e-07,0.0036227481512716
10,2021-05-04 01:40:00.000,4.029520240918038,1.733806848696334,3.557466741852623,0.0017304770455538,0.2381821357982739,0.2064750473683744,0.0016200208787604,25.40325,46.54915,7.900200901485702,2.5033118902033684,2.9048848530545017,4.462374852604276,-8.549740639160662,4.248782122503284,4.7895981533281294e-08,0.0002953038348908,-2.579650621697776e-07,0.0013830085062581
11,2021-05-04 01:50:00.000,4.191460144198566,1.741898467983249,3.7112721959367057,0.0018741783877746,0.2090221503639463,0.2294157697926886,0.0017079603967342,25.2314381270903,47.11739130434783,13.093955985674402,1.9776619914934643,2.622595980663575,1.6526288275576722,-9.416062096276995,4.5754989771415575,2.6362432029577573e-07,0.000582192273683,2.005270172359337e-06,0.0032673535822338
12,2021-05-04 02:00:00.000,5.357325797899918,2.0332423726457964,4.858170411468738,-0.001973710102142,0.279865186809686,0.1628631956513324,0.0021424125807315,25.046916666666664,47.8473,11.277806690150497,4.5369602495044425,1.5398782796267956,2.2480775986184725,-9.99392218001113,4.912363608165797,-1.5968759524489235e-07,0.0007348158656279,4.29903227966425e-08,0.0043965068184622
13,2021-05-04 02:10:00.000,4.903209457488327,1.9109684331974448,4.42648685168562,-0.0009794552409498,0.2274251416226664,0.1616079726307224,0.0019768606246105,24.8822,48.348216666666666,12.987623665288634,1.9503364022603,-2.586248763442998,2.312466430939504,-10.480786429763958,4.759953778756676,-3.3319169812802734e-07,0.0004533260700062,1.7231936872071378e-06,0.0020220154162736
