class,采集时间,横向加速度平均值,横向加速度标准差
37,2021-04-28 01:10:00.000,3.047632761000005e-08,0.0006025902466556158
38,2021-04-28 01:20:00.000,2.4187681449080316e-07,0.00038007738840077675
39,2021-04-28 01:30:00.000,-5.734182731971768e-08,0.0002528461347109223
40,2021-04-28 01:40:00.000,-1.9177207894813138e-07,0.0007583531818092946
41,2021-04-28 01:50:00.000,-1.3927133505659414e-07,0.0011426877841822815
42,2021-04-28 02:00:00.000,7.107359082689683e-08,0.00043420409421993713
43,2021-04-28 02:10:00.000,-7.156999849375725e-07,0.0004751511660707008
44,2021-04-28 02:20:00.000,-2.1951090647134404e-09,0.00014628005352944456
45,2021-04-28 02:30:00.000,-1.1240980559828803e-06,0.000585354611803162
46,2021-04-28 02:40:00.000,-1.1174405896983746e-07,0.00018456414827990023
47,2021-04-28 02:50:00.000,-4.4519403207624286e-07,0.00041686117869369074
48,2021-04-28 03:00:00.000,6.054632017953945e-07,0.00013972188893036824
49,2021-04-28 03:10:00.000,-5.157465384036195e-06,0.0004920287095851503
50,2021-04-28 03:20:00.000,-1.4344799394038207e-07,0.0001403503118564682
51,2021-04-28 03:30:00.000,9.020744485294537e-07,0.0003291536225926185
52,2021-04-28 03:40:00.000,3.5264884783838096e-06,0.000755708952992329
53,2021-04-28 03:50:00.000,-3.959651443843026e-06,0.0011795862025249066
54,2021-04-28 04:00:01.000,-8.784656790745156e-07,0.00038845219015230255
55,2021-04-28 04:10:00.000,-1.0139667762930193e-06,0.0010198023747511646
56,2021-04-28 04:20:00.000,6.470983049951097e-07,0.0005638063448745733
57,2021-04-28 04:30:00.000,1.1186523390217245e-07,0.0005083404577533706
58,2021-04-28 04:40:00.000,-8.283219763374426e-06,0.0012950433238542408
59,2021-04-28 04:50:00.000,-3.220666619636429e-06,0.0010079488027396792
60,2021-04-28 05:00:00.000,-4.13699787476648e-06,0.0007597725312004326
61,2021-04-28 05:10:00.000,-2.1081731509591397e-06,0.0009339309544282137
62,2021-04-28 05:20:00.000,-9.510763524403769e-06,0.0012894391427483991
63,2021-04-28 05:30:00.000,1.7803435093635668e-06,0.0007972764612016595
64,2021-04-28 05:40:00.000,-1.3905866479640069e-05,0.0014815210966682675
65,2021-04-28 05:50:00.000,2.476708278187654e-06,0.0013402130260403346
66,2021-04-28 06:00:00.000,-4.468143628615291e-06,0.0013371007952358016
67,2021-04-28 06:10:00.000,1.7081145627211012e-05,0.0011756515783848613
68,2021-04-28 06:20:00.000,-4.427051920316845e-06,0.0007296017701872269
69,2021-04-28 06:30:00.000,-6.691527321068198e-06,0.0010075562355621004
70,2021-04-28 06:40:00.000,2.872764552698027e-07,0.001295960287179337
71,2021-04-28 06:50:00.000,-1.980432294832533e-06,0.00055862207432341
72,2021-04-28 07:00:00.000,1.1995766256224823e-06,0.0009028954097331781
73,2021-04-28 07:10:00.000,-1.9803439336364192e-07,0.0008395832134417812
74,2021-04-28 07:20:00.000,1.3751659073177255e-06,0.0008198613653467545
75,2021-04-28 07:30:00.000,-1.7488180168015407e-06,0.0009604115294067114
76,2021-04-28 07:40:00.000,-2.6091560869483013e-06,0.0007138743085535087
77,2021-04-28 07:50:00.000,-5.196740829198305e-07,0.0010924311694082164
78,2021-04-28 08:00:00.000,-2.6977266848145067e-06,0.0011882560301993477
79,2021-04-28 08:10:00.000,-2.2145608932832256e-06,0.0008398859554689649
80,2021-04-28 08:20:00.000,3.109774139918202e-06,0.0009900250183079505
81,2021-04-28 08:30:00.000,5.615603215002959e-06,0.0011596859862206268
82,2021-04-28 08:40:00.000,-2.43530969421298e-06,0.0009688088201429643
83,2021-04-28 08:50:00.000,-8.746794449142047e-07,0.0010857764056547085
84,2021-04-28 09:00:00.000,1.839867794142711e-07,0.001029331363569772
85,2021-04-28 09:10:00.000,2.2685815735046459e-07,0.0009417471789259665
86,2021-04-28 09:20:00.000,-1.0655953729892913e-07,0.0007184674571285455
87,2021-04-28 09:30:00.000,-6.672795906681526e-07,0.0009809586987905886
88,2021-04-28 09:40:00.000,1.1070344180766068e-07,0.000879615196995734
89,2021-04-28 09:50:00.000,1.6460661737999581e-07,0.0006530374162093441
90,2021-04-28 10:00:00.000,-7.475878572806808e-07,0.000973794561659556
91,2021-04-28 10:10:00.000,1.178438110012926e-07,0.0007568997474750706
92,2021-04-28 10:20:00.000,-2.886928618349787e-07,0.0010027786263176446
93,2021-04-28 10:30:00.000,-8.067865294886292e-07,0.0009513749184251241
94,2021-04-28 10:40:00.000,-2.807286677630622e-06,0.0006607317575636176
95,2021-04-28 10:50:00.000,4.0316250784375054e-06,0.0008974447092484718
96,2021-04-28 11:00:01.000,1.6833790827090148e-06,0.0012689094145812443
97,2021-04-28 11:10:00.000,2.0920974917982684e-05,0.0009810859019783254
98,2021-04-28 11:20:00.000,6.7951936109118006e-06,0.0008524049783762658
99,2021-04-28 11:30:00.000,-7.67201229691111e-06,0.0008817585383583031
100,2021-04-28 11:40:00.000,2.1609090843794783e-07,0.0004448080725473885
101,2021-04-28 11:50:00.000,-4.002897686426986e-06,0.00045390418607546784
102,2021-04-28 12:00:00.000,-1.8728089787862141e-06,0.0010100230358143605
103,2021-04-28 12:10:00.000,-5.952767291003677e-06,0.001051085001715905
104,2021-04-28 12:20:00.000,2.532710348254525e-06,0.0007676463350856287
105,2021-04-28 12:30:00.000,-3.2562837553730012e-06,0.0007708734097537078
106,2021-04-28 12:40:00.000,-5.144175569137781e-07,0.0010784146056675636
107,2021-04-28 12:50:00.000,-2.602270344071669e-07,0.0007247968624646411
108,2021-04-28 13:00:00.000,-8.879030206018626e-08,0.0008763377128100204
109,2021-04-28 13:10:00.000,8.990716703528151e-08,0.0005724528769717929
110,2021-04-28 13:20:00.000,8.254717235380462e-08,0.0007913831349562052
111,2021-04-28 13:30:00.000,7.474561623288427e-07,0.0009240970756199508
112,2021-04-28 13:40:00.000,-7.198954108404767e-07,0.0009342409736660529
113,2021-04-28 13:50:00.000,-2.354827309684083e-06,0.001114924744699251
114,2021-04-28 14:00:00.000,9.930248782161652e-07,0.0014295222115979398
115,2021-04-28 14:10:00.000,4.370704913231044e-07,0.0012385702472120844
116,2021-04-28 14:20:00.000,1.824875418332336e-06,0.0014072370455051298
117,2021-04-28 14:30:00.000,2.485480379497303e-07,0.0006419491547868971
118,2021-04-28 14:40:00.000,3.1041203342820403e-06,0.0007827704905343648
119,2021-04-28 14:50:00.000,-1.4317498854369311e-06,0.0006608997992369671
120,2021-04-28 15:00:00.000,-9.180364125340572e-07,0.0010752732880256028
121,2021-04-28 15:10:00.000,1.1116754686800343e-06,0.0012069768602083269
122,2021-04-28 15:20:00.000,-8.71381944131677e-08,0.0012317903307663177
123,2021-04-28 15:30:00.000,6.022696137224912e-07,0.0005741417745140059
124,2021-04-28 15:40:00.000,-8.930160225592023e-07,0.0010279531022805472
125,2021-04-28 15:50:00.000,1.9445112418559985e-07,0.0009159008501318549
126,2021-04-28 16:00:00.000,-4.1579775247433316e-07,0.00085824006069912
127,2021-04-28 16:10:00.000,5.608523659203013e-07,0.0007316748905396051
128,2021-04-28 16:20:00.000,4.836802343701166e-07,0.0008090911564024603
129,2021-04-28 16:30:00.000,6.137273459363636e-07,0.0009800062453054616
130,2021-04-28 16:40:00.000,4.604404768819461e-07,0.001146250109213546
131,2021-04-28 16:50:00.000,9.418140156113716e-08,0.001013316108293837
132,2021-04-28 17:00:00.000,5.258801813472524e-07,0.0008351492276874761
133,2021-04-28 17:10:00.000,3.3257343054750147e-07,0.00082265399755541
134,2021-04-28 17:20:00.000,-7.816347627521528e-07,0.0010270461367753443
135,2021-04-28 17:30:00.000,1.3970246072858e-06,0.0011751293965026023
136,2021-04-28 17:40:00.000,-4.650528407627103e-08,0.0012500348831413963
137,2021-04-28 17:50:00.000,-1.9825140758258084e-06,0.0010604421034117121
138,2021-04-28 18:00:00.000,1.9341110800798593e-06,0.0011035293239931951
139,2021-04-28 18:10:00.000,-1.6114115983808515e-06,0.0006193109753243743
140,2021-04-28 18:20:00.000,-9.758672957676724e-07,0.0010444873406142974
141,2021-04-28 18:30:00.000,-5.495354009979519e-08,0.001021815799242615
142,2021-04-28 18:40:00.000,-3.9427875928711347e-07,0.0007561108924518309
143,2021-04-28 18:50:00.000,-1.8708607919951207e-06,0.0011751736844096527
144,2021-04-28 19:00:00.000,3.5376967562067743e-07,0.0014876397097520592
145,2021-04-28 19:10:00.000,-2.3067407158205585e-07,0.00047833537729826455
146,2021-04-28 19:20:00.000,5.000406525712964e-07,0.0012099452788782703
147,2021-04-28 19:30:00.000,-5.22570223594118e-07,0.001239393012239207
148,2021-04-28 19:40:00.000,4.144575114677224e-07,0.0009225224828833522
149,2021-04-28 19:50:00.000,4.5509944755954515e-07,0.0006691593037988123
150,2021-04-28 20:00:00.000,8.752645518835239e-09,0.0011089225544834106
151,2021-04-28 20:10:00.000,9.976922254582567e-07,0.0009029966891706361
152,2021-04-28 20:20:00.000,1.327896363197476e-07,0.0006645149230505424
153,2021-04-28 20:30:00.000,-3.956363172583707e-07,0.000707965962014356
154,2021-04-28 20:40:00.000,1.2618111786135187e-06,0.001020804981735725
155,2021-04-28 20:50:00.000,-1.0374984652760785e-07,0.0010599158417498036
156,2021-04-28 21:00:00.000,9.720380242107781e-08,0.0005471088690576826
157,2021-04-28 21:10:00.000,-6.355349476389866e-07,0.0011316010527479812
158,2021-04-28 21:20:00.000,-1.7339533686714598e-07,0.0007448911006514489
159,2021-04-28 21:30:00.000,1.1172278887970704e-07,0.0004126630529938891
160,2021-04-28 21:40:00.000,1.6725666838932256e-07,0.0011900440583661655
161,2021-04-28 21:50:00.000,1.532226969398959e-06,0.0008087161608062078
162,2021-04-28 22:00:00.000,-4.3491006602374344e-07,0.0012110259362614723
163,2021-04-28 22:10:00.000,-1.2472040807587262e-07,0.0006275550076149729
164,2021-04-28 22:20:00.000,-6.637654853410675e-07,0.0014521707558048493
165,2021-04-28 22:30:00.000,7.028214545519236e-07,0.0014968083300742183
166,2021-04-28 22:40:00.000,-7.442501303233126e-07,0.0008965446368289731
167,2021-04-28 22:50:00.000,1.8807241539186726e-07,0.000627159948239227
168,2021-04-28 23:00:00.000,1.3394556440853543e-06,0.0007439918889174502
169,2021-04-28 23:10:00.000,7.436552070700236e-07,0.0007004258010162166
170,2021-04-28 23:20:00.000,-8.747818982366566e-07,0.0014330385446713633
171,2021-04-28 23:30:00.000,3.362615053161664e-07,0.0011631496861567753
172,2021-04-28 23:40:00.000,1.8402972754872578e-06,0.0007203574318829106
173,2021-04-28 23:50:00.000,-3.8780908592471174e-07,0.000408588135648562
174,2021-04-29 00:00:00.000,1.318886172912306e-07,0.0002605891498774778
175,2021-04-29 00:10:00.000,-2.0851476124175667e-07,0.000991621927887475
176,2021-04-29 00:20:00.000,1.3463057519167202e-06,0.000643834934548716
177,2021-04-29 00:30:00.000,1.090784469873307e-06,0.0017551791931245937
178,2021-04-29 00:40:00.000,-1.612525467564773e-07,0.0019425202271207036
179,2021-04-29 00:50:00.000,1.4752601122420723e-06,0.00040686281114955114
180,2021-04-29 01:00:00.000,3.2256112567013764e-07,0.0007649989651035583
181,2021-04-29 01:10:00.000,-1.5091511045312202e-07,0.00024308507532245716
182,2021-04-29 01:20:00.000,-5.086959358681878e-07,0.000895858057062012
183,2021-04-29 01:30:00.000,-7.196698515148481e-08,0.00023255570172362545
184,2021-04-29 01:40:00.000,-3.378495416821754e-08,0.00038143782981166013
185,2021-04-29 01:50:00.000,-2.931511546114951e-08,0.0014439620170101546
186,2021-04-29 02:00:00.000,-1.3109710680187853e-07,0.00024709433254936543
187,2021-04-29 02:10:00.000,-1.283298362196556e-07,0.0004748434355439953
188,2021-04-29 02:20:00.000,-3.08535945310188e-07,0.00030219187084016614
189,2021-04-29 02:30:00.000,-4.30780571401207e-07,0.0008781935428421011
190,2021-04-29 02:40:00.000,6.709765445369816e-07,0.0005082571542329028
191,2021-04-29 02:50:00.000,-8.152654364597898e-07,0.000761242420993091
192,2021-04-29 03:00:00.000,1.1148497385861262e-07,0.0006893798764531824
193,2021-04-29 03:10:00.000,-1.3520949089053575e-07,0.0010427407905928287
194,2021-04-29 03:20:00.000,4.107061566526419e-07,0.0008988653684324676
195,2021-04-29 03:30:00.000,-6.302406412684157e-07,0.0007515909883147154
196,2021-04-29 03:40:00.000,-1.1608780695500905e-07,0.0005328778502411289
197,2021-04-29 03:50:00.000,-7.278214168777597e-07,0.000875532894798303
198,2021-04-29 04:00:00.000,3.708762964226106e-07,0.0009833026177884065
199,2021-04-29 04:10:00.000,2.127020075441563e-08,0.00038738563834942526
200,2021-04-29 04:20:00.000,-7.054119026423694e-07,0.0009625386167392197
201,2021-04-29 04:30:00.000,-1.712342317745771e-08,0.0005385370573517005
202,2021-04-29 04:40:00.000,-1.8337324783792603e-07,0.0005899336899557585
203,2021-04-29 04:50:00.000,-6.793453071088563e-06,0.00078142519755612
204,2021-04-29 05:00:00.000,2.1393418953655405e-06,0.00023533858179073747
205,2021-04-29 05:10:00.000,-1.272278751928902e-06,0.0011915782745248425
206,2021-04-29 05:20:01.000,6.602685596380045e-07,0.001280883469461282
207,2021-04-29 05:30:00.000,2.1590634555726734e-06,0.001060994396583944
208,2021-04-29 05:40:00.000,2.7916475412997045e-06,0.0009512467321738012
209,2021-04-29 05:50:00.000,6.274176380600603e-06,0.0012541369616341697
210,2021-04-29 06:00:01.000,8.707260685002794e-06,0.0008783919561566908
211,2021-04-29 06:10:00.000,-9.879203871647745e-06,0.0008189660299954513
212,2021-04-29 06:20:01.000,-8.580604665997058e-07,0.001172717721248539
213,2021-04-29 06:30:00.000,-1.5158226199831657e-05,0.0009377039494338638
214,2021-04-29 06:40:00.000,5.021605009521543e-07,0.0009800601232771637
215,2021-04-29 06:50:00.000,-8.469274399030676e-07,0.0008878019417277026
216,2021-04-29 07:00:00.000,2.0333340241704665e-06,0.001063927125406696
217,2021-04-29 07:10:00.000,-3.1221344979736646e-07,0.0007670105441051721
218,2021-04-29 07:20:00.000,-1.674807871136281e-06,0.0012046925527159455
219,2021-04-29 07:30:00.000,-1.2163945751804615e-06,0.000832353475779184
220,2021-04-29 07:40:00.000,7.698528834031106e-07,0.0009866766115615938
221,2021-04-29 07:50:00.000,9.6518338416561e-07,0.0010795641123473342
222,2021-04-29 08:00:00.000,-7.001209458581663e-07,0.0011442619035815162
223,2021-04-29 08:10:00.000,-1.3195697174647202e-06,0.0008645375865006294
224,2021-04-29 08:20:00.000,6.153761338783705e-07,0.0011128302276090464
225,2021-04-29 08:30:00.000,-8.469247959378454e-06,0.0012735902000989795
226,2021-04-29 08:40:00.000,6.836311452859167e-07,0.001360474270386407
227,2021-04-29 08:50:01.000,5.474570394438924e-06,0.0007691375940800468
228,2021-04-29 09:00:00.000,7.161782154376111e-06,0.0012996848923158624
229,2021-04-29 09:10:00.000,8.95881683741274e-06,0.0007142397517806411
230,2021-04-29 09:20:00.000,-7.88809510900222e-06,0.0013476101744650136
231,2021-04-29 09:30:00.000,-7.380957208156167e-06,0.0012988041349349271
232,2021-04-29 09:40:01.000,8.445924650663348e-06,0.001127713946625593
233,2021-04-29 09:50:00.000,8.710990208004428e-06,0.001370518684888829
234,2021-04-29 10:00:00.000,-2.8586811574322053e-06,0.0011349768781220807
235,2021-04-29 10:10:01.000,-2.4320266581700786e-05,0.0013808685369470178
236,2021-04-29 10:20:00.000,2.3787903611661367e-06,0.0010732495710715868
237,2021-04-29 10:30:00.000,4.767679945396963e-06,0.0011579195705390493
238,2021-04-29 10:40:00.000,3.349469221461107e-06,0.0012525826206091647
239,2021-04-29 10:50:00.000,2.4936013337235404e-06,0.001255095748824284
240,2021-04-29 11:00:00.000,1.178550629499317e-06,0.0015364713274291708
241,2021-04-29 11:10:00.000,4.955260586190587e-07,0.0011323592095710206
242,2021-04-29 11:20:00.000,-2.029384276660323e-06,0.0010668852108188698
243,2021-04-29 11:30:00.000,1.9061888549354129e-06,0.0013037847121529422
244,2021-04-29 11:40:00.000,1.5962482579241224e-06,0.0010694109750461393
245,2021-04-29 11:50:00.000,-1.9758243349490155e-06,0.001300305258202153
246,2021-04-29 12:00:00.000,-2.163880378330231e-06,0.0022611267961798786
247,2021-04-29 12:10:00.000,-1.1011676367145077e-06,0.0018084982336656157
248,2021-04-29 12:20:00.000,8.15135210169806e-06,0.001604167636776091
249,2021-04-29 12:30:00.000,-4.149957473558e-06,0.0024145267754949835
250,2021-04-29 12:40:00.000,-3.342016367637328e-06,0.0018629178500702197
251,2021-04-29 12:50:00.000,1.7377483976859281e-06,0.0017970129299581192
252,2021-04-29 13:00:00.000,1.239116784217504e-05,0.003229597420278144
253,2021-04-29 13:10:00.000,-4.5455512540413764e-06,0.002590351830749662
254,2021-04-29 13:20:00.000,7.041715589017878e-06,0.002736870918710977
255,2021-04-29 13:30:00.000,1.411368759140183e-06,0.002558609607670939
256,2021-04-29 13:40:00.000,1.1443018579851477e-05,0.0026009527523420724
257,2021-04-29 13:50:00.000,1.9441522368916547e-05,0.002780675844773691
258,2021-04-29 14:00:00.000,1.1177028418733963e-05,0.0031418098615468206
259,2021-04-29 14:10:00.000,2.749286586587154e-07,0.005924229223592243
260,2021-04-29 14:20:00.000,4.634464289237617e-06,0.00497055985726389
261,2021-04-29 14:30:00.000,-2.50708608861486e-06,0.003890836732092665
262,2021-04-29 14:40:00.000,2.2270504276931e-05,0.0032341831057647614
263,2021-04-29 14:50:01.000,5.0777876362967484e-05,0.0022999011534310986
264,2021-04-29 15:00:00.000,-7.146281725484637e-06,0.0034525519260609747
265,2021-04-29 15:10:00.000,-6.485723929418903e-05,0.0032815234568195593
266,2021-04-29 15:20:00.000,1.325175915798798e-06,0.002190594929526269
267,2021-04-29 15:30:00.000,-3.412515675650337e-05,0.0024524277094986053
268,2021-04-29 15:40:01.000,-4.264508844749861e-05,0.0016324023639116112
269,2021-04-29 15:50:00.000,-5.592197281164203e-06,0.0012694682328145506
270,2021-04-29 16:00:59.000,,
271,2021-04-29 16:10:59.000,,
272,2021-04-29 16:20:59.000,,
273,2021-04-29 16:30:59.000,,
274,2021-04-29 16:40:59.000,,
275,2021-04-29 16:50:59.000,,
276,2021-04-29 17:00:59.000,,
277,2021-04-29 17:10:59.000,,
278,2021-04-29 17:20:59.000,,
279,2021-04-29 17:30:59.000,,
280,2021-04-29 17:40:59.000,,
281,2021-04-29 17:50:59.000,,
282,2021-04-29 18:00:59.000,,
283,2021-04-29 18:10:59.000,,
284,2021-04-29 18:20:59.000,,
285,2021-04-29 18:30:59.000,,
286,2021-04-29 18:40:59.000,-1.5336368622787333e-07,0.0008137547305998794
287,2021-04-29 18:50:00.000,1.1602750616680521e-06,0.0009934519028835936
