class,采集时间,竖向变位平均值,竖向变位标准差
109,2021-05-04 18:10:00.000,-24.224775860965792,4.330875602548687
110,2021-05-04 18:20:00.000,-24.302399142165683,4.862325965401226
111,2021-05-04 18:30:00.000,-24.195692491683033,4.168606309364677
112,2021-05-04 18:40:00.000,-24.379742226643913,4.276255439750193
113,2021-05-04 18:50:00.000,-23.993138365529823,4.1983059434434224
114,2021-05-04 19:00:00.000,-24.262737374707765,4.666570374621487
115,2021-05-04 19:10:00.000,-24.084712494122545,4.580244507420689
116,2021-05-04 19:20:00.000,-24.58998485606311,4.676382686621622
117,2021-05-04 19:30:00.000,-24.731105760731523,4.80611221893371
118,2021-05-04 19:40:00.000,-24.678339427105705,5.183590170978471
119,2021-05-04 19:50:00.000,-24.458624482401646,4.621750430709523
120,2021-05-04 20:00:00.000,-23.949838789682545,5.16721239849889
121,2021-05-04 20:10:00.000,-25.4067670393585,4.444158623703632
122,2021-05-04 20:20:00.000,-25.966751771778963,5.857189106346225
123,2021-05-04 20:30:00.000,-25.477724672906255,4.946393693844428
124,2021-05-04 20:40:00.000,-26.926044772168225,5.531803888014671
125,2021-05-04 20:50:00.000,-27.075968013468042,5.360241236820335
126,2021-05-04 21:00:00.000,-26.04306330915804,4.149051019187581
127,2021-05-04 21:10:00.000,-26.33737841264511,4.5174843569374294
128,2021-05-04 21:20:00.000,-26.761850867107402,5.79522061844611
129,2021-05-04 21:30:01.000,-27.876774773898624,5.0889293775606355
130,2021-05-04 21:40:00.000,-27.769954187637104,5.318128970763335
131,2021-05-04 21:50:00.000,-27.96234621933381,4.037269462943907
132,2021-05-04 22:00:00.000,-28.2542084028937,5.203328302260851
133,2021-05-04 22:10:00.000,-28.516898538504737,5.246813080202434
134,2021-05-04 22:20:01.000,-27.994717787821923,4.795511598175328
135,2021-05-04 22:30:00.000,-29.162021223710855,5.72101102640775
136,2021-05-04 22:40:00.000,-29.269410332800433,6.608601386242275
137,2021-05-04 22:50:00.000,-29.432389670565588,4.866491034191398
138,2021-05-04 23:00:00.000,-29.619737670282756,4.723895098644191
139,2021-05-04 23:10:00.000,-29.895606489547003,4.560272830157409
140,2021-05-04 23:20:00.000,-30.38334398052168,4.770298057701175
141,2021-05-04 23:30:00.000,-29.991223091153696,3.554256150928386
142,2021-05-04 23:40:00.000,-30.85987507273787,5.5128731564274
143,2021-05-04 23:50:00.000,-30.14085764022596,3.620396983685747
144,2021-05-05 00:00:00.000,-31.04377302354755,5.109139211002423
145,2021-05-05 00:10:00.000,-31.401516285474816,4.367402411326935
146,2021-05-05 00:20:00.000,-31.379102114362393,4.839811300400797
147,2021-05-05 00:30:00.000,-30.829370876063315,3.5305054207488706
148,2021-05-05 00:40:00.000,-31.522145089920098,4.566819613311586
149,2021-05-05 00:50:00.000,-32.22454804521346,5.430854669662969
150,2021-05-05 01:00:00.000,-32.00279411647974,4.542660560220492
151,2021-05-05 01:10:00.000,-31.794085131551828,3.2109446118798375
152,2021-05-05 01:20:00.000,-32.64976054330245,5.042569546234328
153,2021-05-05 01:30:00.000,-32.08633556485022,3.23775421401312
154,2021-05-05 01:40:00.000,-32.12496653159419,3.3623363347294952
155,2021-05-05 01:50:00.000,-32.6021554577282,3.700602794753729
156,2021-05-05 02:00:00.000,-32.25249028182696,2.825717033338714
157,2021-05-05 02:10:00.000,-33.72367314712269,6.433881535113431
158,2021-05-05 02:20:00.000,-33.36082695222137,4.250715813241834
159,2021-05-05 02:30:00.000,-33.413092221685986,3.6012553416049666
160,2021-05-05 02:40:00.000,-32.78605024280762,2.9364784118046128
161,2021-05-05 02:50:00.000,-33.038291852491234,3.163536170274454
162,2021-05-05 03:00:00.000,-33.60503440506633,4.069641833978004
163,2021-05-05 03:10:00.000,-33.21478989439712,3.1053155724785353
164,2021-05-05 03:20:00.000,-34.04733191514863,4.169035379956354
165,2021-05-05 03:30:00.000,-35.19213400737071,6.115882263182694
166,2021-05-05 03:40:00.000,-34.26376064694605,4.10425033600446
167,2021-05-05 03:50:00.000,-33.56921432150006,2.914869879129963
168,2021-05-05 04:00:00.000,-34.582960065297,4.620002085371819
169,2021-05-05 04:10:00.000,-33.49219885805243,2.6334610692046567
170,2021-05-05 04:20:00.000,-34.34142406962784,4.022422579503657
171,2021-05-05 04:30:00.000,-34.07051186501328,4.018668221972619
172,2021-05-05 04:40:00.000,-33.9931657100882,3.8561654814570128
173,2021-05-05 04:50:00.000,-34.017637017826246,3.5328753577638516
174,2021-05-05 05:00:00.000,-34.42539750141978,4.253577188998025
175,2021-05-05 05:10:00.000,-34.120542778827485,4.312444752616434
176,2021-05-05 05:20:00.000,-33.467386556733764,3.4910753010866067
177,2021-05-05 05:30:00.000,-33.59550942884292,3.2818312196868966
178,2021-05-05 05:40:00.000,-33.09593181653079,2.9102589587852536
179,2021-05-05 05:50:00.000,-33.69417183299851,4.162751671325166
180,2021-05-05 06:00:00.000,-33.187451383252274,4.028841486874123
181,2021-05-05 06:10:00.000,-33.00878886051596,2.8314681075709314
182,2021-05-05 06:20:00.000,-33.07632269546344,5.157769308200917
183,2021-05-05 06:30:00.000,-33.60357753245972,4.9122042835676725
184,2021-05-05 06:40:01.000,-32.57163913329752,2.9561308219478026
185,2021-05-05 06:50:00.000,-32.87042692663932,4.178379863330738
186,2021-05-05 07:00:00.000,-31.93984147690399,3.2668274025710233
187,2021-05-05 07:10:00.000,-31.56950572382552,3.0104864944111513
188,2021-05-05 07:20:00.000,-31.53585846847789,3.7612397698211306
189,2021-05-05 07:30:00.000,-31.103202441691067,3.8163149481703997
190,2021-05-05 07:40:00.000,-29.558784405143467,2.8933354729626255
191,2021-05-05 07:50:01.000,-28.439204978537422,2.8522766030995146
192,2021-05-05 08:00:00.000,-27.618255600594953,4.129643182303652
193,2021-05-05 08:10:00.000,-26.25802526278085,3.795720778800272
194,2021-05-05 08:20:00.000,-24.439019959695305,2.7971243418411533
195,2021-05-05 08:30:00.000,-22.76295731707323,3.152769482785621
196,2021-05-05 08:40:00.000,-21.84316384146793,6.575001050200303
197,2021-05-05 08:50:00.000,-19.227440849285728,3.6070452412644998
198,2021-05-05 09:00:00.000,-17.257361699176883,3.4928433899095626
199,2021-05-05 09:10:00.000,-15.488235038801106,5.510199581625361
200,2021-05-05 09:20:00.000,-13.629225399260008,4.631851484595864
201,2021-05-05 09:30:00.000,-11.22639859787473,3.363116049736131
202,2021-05-05 09:40:00.000,-9.722302668768709,3.8523132344837685
203,2021-05-05 09:50:00.000,-7.295820932539775,3.571005595370317
204,2021-05-05 10:00:00.000,-5.567584325396947,4.401231312684094
205,2021-05-05 10:10:00.000,-2.8231220600555624,3.7075607006494367
206,2021-05-05 10:20:00.000,-1.3857343667579074,5.2146628770784815
207,2021-05-05 10:30:00.000,1.6346478878839787,3.641923381212033
208,2021-05-05 10:40:00.000,3.6407426123495945,3.517448983480393
209,2021-05-05 10:50:00.000,5.603408274458048,3.435312408815107
210,2021-05-05 11:00:00.000,7.423213981400215,3.419917267974873
211,2021-05-05 11:10:00.000,9.225537056175002,4.0815451983966895
212,2021-05-05 11:20:00.000,11.312504121433852,3.8889613158068017
213,2021-05-05 11:30:00.000,13.879993728067987,4.27122666297362
214,2021-05-05 11:40:00.000,15.885980358042728,4.93570078983406
215,2021-05-05 11:50:00.000,17.616573357433904,4.8957642888336705
216,2021-05-05 12:00:00.000,19.74159423923333,4.422050664955936
217,2021-05-05 12:10:01.000,21.139289918085936,4.621149973848311
218,2021-05-05 12:20:00.000,23.895709325396794,3.9455285627904737
219,2021-05-05 12:30:00.000,24.99395926649514,4.3607979768853165
220,2021-05-05 12:40:00.000,26.842597926267313,4.682293584811423
221,2021-05-05 12:50:00.000,29.388115288850592,3.781017199677044
222,2021-05-05 13:00:00.000,31.27762748532389,4.034024004196623
223,2021-05-05 13:10:00.000,32.93727516159932,3.8786871357883945
224,2021-05-05 13:20:00.000,34.38495323559149,4.067711977042844
225,2021-05-05 13:30:00.000,36.73481269786172,4.0828342861263485
226,2021-05-05 13:40:00.000,37.97574175358781,3.7596712510344767
227,2021-05-05 13:50:00.000,39.67702793634528,4.152896509362435
228,2021-05-05 14:00:00.000,41.25967585511947,3.5780077519951505
229,2021-05-05 14:10:00.000,42.363037472804216,3.6634819157405873
230,2021-05-05 14:20:00.000,42.986997119558204,3.9768762669462174
231,2021-05-05 14:30:00.000,44.04337197842094,3.469361704332861
232,2021-05-05 14:40:00.000,44.61430064315168,4.469921765491054
233,2021-05-05 14:50:00.000,45.59335716671042,3.684472643395907
234,2021-05-05 15:00:00.000,46.75915479960947,4.032568373812034
235,2021-05-05 15:10:00.000,47.990441006442836,3.5800217191205355
236,2021-05-05 15:20:00.000,47.80796219680383,4.308779125657665
237,2021-05-05 15:30:00.000,48.09052912527031,3.3628573934590698
238,2021-05-05 15:40:00.000,48.03734759166652,3.4890906051926986
239,2021-05-05 15:50:00.000,47.53818714986001,3.4755713352651325
240,2021-05-05 16:00:00.000,46.931565170297304,3.6344704154264504
241,2021-05-05 16:10:00.000,46.62262862384586,3.0945397583591894
242,2021-05-05 16:20:00.000,46.03254367073464,3.391381993518794
243,2021-05-05 16:30:00.000,44.88372444659488,3.56083677313904
244,2021-05-05 16:40:00.000,43.52502762708456,3.656839262853798
245,2021-05-05 16:50:00.000,43.21138544197265,3.40546047221324
246,2021-05-05 17:00:00.000,41.78364367540802,3.296173676322895
247,2021-05-05 17:10:00.000,39.9769498004519,3.4651047083241546
248,2021-05-05 17:20:00.000,38.76829678467627,3.4837496979537255
249,2021-05-05 17:30:00.000,37.61829645911692,3.4825305093306897
250,2021-05-05 17:40:00.000,37.67129231818109,3.4483484470311843
251,2021-05-05 17:50:00.000,36.238370727653816,2.988518285518258
252,2021-05-05 18:00:00.000,34.04576516639525,3.7083192238292546
253,2021-05-05 18:10:00.000,33.140649065894166,3.186090167295126
254,2021-05-05 18:20:00.000,31.91182682846172,3.289308197343116
255,2021-05-05 18:30:00.000,30.76641890005577,3.0077294201551696
256,2021-05-05 18:40:00.000,28.747232933447474,2.950128330429815
257,2021-05-05 18:50:00.000,26.654414498573125,4.673827751592637
258,2021-05-05 19:00:00.000,22.748475239713517,11.873168537996158
259,2021-05-05 19:10:00.000,24.525746836552518,3.3549811946454313
260,2021-05-05 19:20:00.000,23.090361894158143,3.005400407462952
261,2021-05-05 19:30:00.000,21.65668882030351,3.4052619562140523
262,2021-05-05 19:40:00.000,19.837175024934666,3.9632997128346323
263,2021-05-05 19:50:00.000,19.422719925314635,2.9058034101812935
264,2021-05-05 20:00:00.000,18.065774365443147,3.32189571360623
265,2021-05-05 20:10:00.000,15.606280444096864,7.025175305975215
266,2021-05-05 20:20:00.000,14.654080699002527,4.88668235689366
267,2021-05-05 20:30:00.000,12.906397140915411,4.319390516041799
268,2021-05-05 20:40:00.000,11.387921326964804,3.5688360839586664
269,2021-05-05 20:50:00.000,9.655601459254312,4.957950779775949
270,2021-05-05 21:00:00.000,8.843507564588936,4.485651087511757
271,2021-05-05 21:10:00.000,7.883867884025838,4.03478376304183
272,2021-05-05 21:20:00.000,6.4109365903453,5.377687742484935
273,2021-05-05 21:30:00.000,4.990292308000498,5.59159102156972
274,2021-05-05 21:40:00.000,4.715937859492083,3.9172214210754226
275,2021-05-05 21:50:00.000,3.840170622255135,4.007847047077927
276,2021-05-05 22:00:00.000,2.8474340950783903,4.9372456261462165
277,2021-05-05 22:10:00.000,1.1944809507658363,5.215577855315628
278,2021-05-05 22:20:00.000,0.4690117003627122,4.484269232851969
279,2021-05-05 22:30:00.000,-1.6147685207735645,6.68480128545382
280,2021-05-05 22:40:00.000,-1.5151457828895465,4.043314217036554
281,2021-05-05 22:50:00.000,-2.743089513314248,4.140908233227633
282,2021-05-05 23:00:00.000,-2.9473641028106123,3.475851631571273
283,2021-05-05 23:10:00.000,-4.273995535714479,5.378839427649209
284,2021-05-05 23:20:00.000,-5.190325604943701,4.556693814403469
285,2021-05-05 23:30:00.000,-5.971816530153472,4.576352294250191
286,2021-05-05 23:40:00.000,-7.344236526347057,4.999101351985888
287,2021-05-05 23:50:00.000,-7.9970232830441175,6.171654208126914
