class,采集时段,总风速,纵桥向风速,横桥向风速,竖向风速,平均风向,平均风功角,Ix,Iy,Iz
0,2021-05-04 00:00:00.000,3.417032409352526,1.1872562340391726,3.167862982738953,0.002319171820823857,319.683,0.04,0.1189807006886015,0.15622386015216275,0.0008387322009559429
1,2021-05-04 00:10:00.000,3.756233112244608,0.954047659232207,3.607304009491539,0.0029872465461983373,325.204,0.048,0.11439548097456502,0.11513348530766744,0.0008274067747030088
2,2021-05-04 00:20:00.000,3.256598599544171,1.091168401022399,3.0423547248695546,0.002001659086541229,320.049,0.036,0.14025256921237053,0.106636328804438,0.0009487662007626489
3,2021-05-04 00:30:00.000,2.8111216503078635,1.0100551510429427,2.571264623081551,0.0012916859698266694,318.345,0.028,0.17995230862745004,0.16452927640904166,0.0013354606141537776
4,2021-05-04 00:40:00.000,3.3877915485792913,1.788316414412835,2.8508249039050018,0.001143813657034598,307.873,0.022,0.12279367077395259,0.1275643001891805,0.0009994613279155208
5,2021-05-04 00:50:00.000,3.479170437210702,1.8867790701551959,2.880052266858374,0.0005575848309820502,306.293,0.01,0.16688286293557308,0.13067307067704206,0.001228614740890503
6,2021-05-04 01:00:00.000,3.257900083548266,1.8517303909818763,2.6393438737007577,0.0006930104673543642,304.308,0.015,0.1784231267366448,0.1533061622249974,0.0012429213974226303
7,2021-05-04 01:10:00.000,3.339849965937298,1.5096103909335623,2.916169512919782,0.0013919643461147192,312.503,0.031,0.19504962571582093,0.1980798220925865,0.001663884520045731
8,2021-05-04 01:20:00.000,3.8409626748548837,1.5736374250422287,3.4492084674710597,0.0033962155552803705,315.728,0.054,0.16661874665374346,0.1830014929626874,0.0016293270361651393
9,2021-05-04 01:30:00.000,3.5716339089525206,1.4402674531668582,3.2056946983380405,0.0022655866756200183,315.616,0.039,0.1936468157155988,0.1895791074086937,0.0014775801944260736
10,2021-05-04 01:40:00.000,4.029520240918038,1.733806848696334,3.557466741852623,0.0017304770455538272,313.163,0.032,0.2381821357982739,0.20647504736837446,0.0016200208787604854
11,2021-05-04 01:50:00.000,4.191460144198566,1.741898467983249,3.7112721959367057,0.0018741783877746871,314.137,0.034,0.20902215036394634,0.2294157697926886,0.0017079603967342773
12,2021-05-04 02:00:00.000,5.357325797899918,2.0332423726457964,4.858170411468738,-0.0019737101021420566,316.197,-0.004,0.27986518680968603,0.16286319565133248,0.0021424125807315507
13,2021-05-04 02:10:00.000,4.903209457488327,1.9109684331974452,4.4264868516856195,-0.0009794552409498607,315.871,-0.001,0.22742514162266644,0.16160797263072244,0.001976860624610526
14,2021-05-04 02:20:00.000,3.5425679588894705,1.210822440555686,3.2435220059041554,0.0019489731628397318,317.523,0.039,0.25899414582008856,0.23697240252290924,0.0018346211934689989
15,2021-05-04 02:30:00.000,3.565789283685296,0.6673293361457019,3.4078618877602453,0.0027740357463690237,321.008,0.052,0.21624491616500688,0.2430487720893437,0.0017228331435639108
16,2021-05-04 02:40:00.000,3.04272481954652,0.6404633966863826,2.8759485700314706,0.0026862858642633857,315.339,0.058,0.2514034338510642,0.2660054228183665,0.0019063140703881338
17,2021-05-04 02:50:00.000,2.223182733902565,0.445937719671454,2.1042258709687967,0.002039815087016396,320.89,0.057,0.31858378452075564,0.2686649718433325,0.0021849868027467648
18,2021-05-04 03:00:00.000,2.2671617098196206,0.5527683910537684,2.1296517719087276,0.0009510069341814541,324.085,0.026,0.2730983123231844,0.24074207203495876,0.00225314101230429
19,2021-05-04 03:10:00.000,1.948838550277466,0.792971757143332,1.6456756428765884,0.0006339377327608569,313.224,0.023,0.35282142644024583,0.33659968035365534,0.0025194080270425924
20,2021-05-04 03:20:00.000,2.263449298326341,0.6098967517398034,2.1356488536219453,0.0014854619957373832,323.122,0.04,0.29531804208139606,0.2384627047697637,0.0017325284453308804
21,2021-05-04 03:30:00.000,2.566816223735385,-0.09575166736926322,2.502716957636006,0.0023307498824866667,315.292,0.049,0.31063376771163514,0.2117072062041961,0.0015781611798296132
22,2021-05-04 03:40:00.000,3.215888661830772,-0.44391695446910073,3.1453097927288938,0.005406851956721845,327.868,0.094,0.21251977659787433,0.14323756111256833,0.0011800368633750774
23,2021-05-04 03:50:00.000,2.7432154145518397,-0.7804609839898871,2.4781012591113116,0.005085633566475223,151.598,0.119,0.5823714531442324,0.34190493366037117,0.0022886546380893424
24,2021-05-04 04:00:00.000,4.4030722816119825,-2.5322474989430552,2.8269224690276142,0.0070149362573426206,110.068,0.097,0.4829380810082243,0.5219614965449082,0.0022969786050685546
25,2021-05-04 04:10:00.000,6.385218425100247,-2.4936886625030907,5.474485594245363,0.012134378309426227,167.423,0.136,0.38466821617129726,0.29868534901934773,0.002433317363456407
26,2021-05-04 04:20:00.000,4.493967051493391,-3.377249568124006,2.3685953437381415,0.007308966393243325,51.428,0.086,0.4830889450366442,0.31907277375599913,0.0033844502181054697
27,2021-05-04 04:30:00.000,5.189116705982458,-2.4038164196039533,4.471941771811054,0.011099581112173207,99.179,0.126,0.21996575738116972,0.21968817013034508,0.001333845162256291
28,2021-05-04 04:40:00.000,3.33828344211164,-1.831398785908347,2.580238665936541,0.00895376515121776,68.395,0.171,0.3402945039652747,0.2910446593621533,0.002246470807300614
29,2021-05-04 04:50:00.000,3.735726970195305,-2.3193401543188314,2.806175632995239,0.009177116765387168,30.95,0.149,0.21035031386778533,0.21358098726015093,0.0014590426946509661
30,2021-05-04 05:00:00.000,3.2283792670471367,-1.5748141974562118,2.7812389405302658,0.006933040891539674,41.336,0.121,0.14467819758057307,0.1325352452167857,0.0012206686494154752
31,2021-05-04 05:10:00.000,2.819382616243801,-1.5314338678337407,2.2980543823370585,0.0054644883709549005,51.752,0.112,0.19924520349774344,0.20897847469201122,0.0015315323453853526
32,2021-05-04 05:20:00.000,3.5255346975080757,-2.230458125251314,2.7095921590380665,0.008191159187476997,19.734,0.134,0.11725312465293833,0.10374849588301882,0.0007934502130663848
33,2021-05-04 05:30:00.000,3.5244462466608906,-2.309430876007917,2.638065483662843,0.006982351371176102,21.447,0.116,0.13465751185430683,0.08962041620176758,0.0009616975483162775
34,2021-05-04 05:40:00.000,3.778342902157255,-2.564777731367472,2.7442664190502226,0.006981173656603554,23.145,0.107,0.10356382047502649,0.10194354726894835,0.0008331541321266219
35,2021-05-04 05:50:00.000,3.458462345516944,-2.21602589551618,2.63774642884891,0.006836641707269986,20.843,0.113,0.09872258224518954,0.0836587616115259,0.0007322882036912762
36,2021-05-04 06:00:00.000,4.094915653718871,-3.1055092805614897,2.6355537041245323,0.007043431989313508,29.057,0.099,0.12811270071735695,0.15596624004715465,0.0007142069425097672
37,2021-05-04 06:10:00.000,4.220998756810847,-3.83553815283258,1.3373923154487515,0.005363127157998,52.895,0.077,0.3111070690920787,0.1928837957683184,0.0012685884981967796
38,2021-05-04 06:20:00.000,2.4612722371837377,-1.8923805014710848,-1.3534701469683514,-0.00021956235557455818,107.263,0.001,0.31041874494077215,0.29075208616642295,0.002060645695324705
39,2021-05-04 06:30:00.000,2.175774155866989,-2.0076428452668535,-0.5519927466050604,0.00015287748428812045,86.282,0.014,0.2918182821698477,0.29884817339385583,0.002050554287596711
40,2021-05-04 06:40:00.000,2.825029982456022,-2.5917865644265072,0.9684325248219254,0.004647771702419591,49.96,0.097,0.1933903527784247,0.17398556738520063,0.0013328801388908114
41,2021-05-04 06:50:00.000,3.306586176560243,-3.144947805428581,0.6774100402084318,0.00418464052521967,57.641,0.076,0.20715544617451193,0.21417988769978774,0.001301438778205335
42,2021-05-04 07:00:00.000,3.479643802594757,-3.0557183245711115,-1.3832915790779934,0.0003829436283962597,94.679,0.011,0.2706180843099221,0.2651894383690569,0.0017911777690352952
43,2021-05-04 07:10:00.000,3.4188947494612,-2.67454757649966,-2.010375001760088,-0.0012006830084011456,107.084,-0.014,0.2153988521824217,0.27413609825899776,0.002250892218197931
44,2021-05-04 07:20:00.000,4.214682443988407,-2.8525267535731484,-3.011794246932506,0.00034495367348591315,116.234,0.008,0.23760745949630668,0.33490288093814324,0.0019718321925681665
45,2021-05-04 07:30:00.000,3.705424929612585,-2.5572820623207124,-2.4571983228975482,0.008488236383220845,112.345,0.202,0.3512592491853381,0.3590328426062341,0.0039165433064607316
46,2021-05-04 07:40:00.000,3.3912079880522064,-2.3494315612320253,-1.577922881970518,0.01056018841897281,116.135,0.208,0.4817724167328957,0.5256290945718558,0.008255523506045248
47,2021-05-04 07:50:00.000,4.8278683706215295,-2.7821236571920287,-2.082955147316339,0.011599855527470296,136.386,0.175,0.5638844295404181,0.8752708941159772,0.010358749562583596
48,2021-05-04 08:00:00.000,4.04235629358187,-3.0162502945415093,-2.5610756972358284,-0.0014589781489404727,109.984,-0.019,0.22744903200800431,0.2539120784978013,0.002056616102834185
49,2021-05-04 08:10:00.000,4.0276341365865145,-3.1982963072344974,-2.3248860510014384,-0.0023198675893683508,106.008,-0.028,0.20216313414627404,0.25206904709504396,0.0019483200245839572
50,2021-05-04 08:20:00.000,3.4694395958366404,-2.6929078599323404,-2.0041615748280956,-0.0019393114003893237,107.871,-0.034,0.2423728905881303,0.3000972942559875,0.00238893208169636
51,2021-05-04 08:30:00.000,2.866312431826665,-2.398964157668407,-1.4146675281821772,-0.0009130423003972789,101.554,-0.022,0.22893324945190888,0.28401681434243103,0.0023765887676863652
52,2021-05-04 08:40:00.000,2.8671342345800164,-2.42437362811794,-1.415307754156759,-0.0012237079275470514,101.215,-0.027,0.20498193808309398,0.3256786404123781,0.0018838736705140246
53,2021-05-04 08:50:00.000,3.515434017192651,-2.987362305455216,-1.7404284447932639,-0.0012556394223855855,100.141,-0.016,0.1839852404354137,0.19341298309747168,0.0016457681406693305
54,2021-05-04 09:00:00.000,3.752791555440281,-3.3450212819802094,-1.5936806392191623,-0.0013878559890881396,95.801,-0.017,0.15507697249078187,0.21508896296799487,0.001280784596570358
55,2021-05-04 09:10:00.000,3.059604721558687,-2.5127125929676972,-1.6386221154511378,-0.00043236706603074247,103.791,-0.008,0.19579766017137357,0.2623441534227952,0.0019574903902197277
56,2021-05-04 09:20:00.000,3.2988009081896945,-2.744258946340029,-1.6186975773066707,-0.0008991046267977579,101.408,-0.012,0.263278780701061,0.28916929924467283,0.0021170867804187338
57,2021-05-04 09:30:00.000,3.1060700584969334,-2.358710046708898,-1.8292230030596488,-0.0016844501367775516,107.335,-0.032,0.29123453222134754,0.25648784914193096,0.0022725961114969874
58,2021-05-04 09:40:00.000,3.456366097065619,-2.532855159152251,-2.2494290085094284,-0.00010969768859795778,111.379,-0.001,0.20625204534956276,0.2107599846617885,0.0023834229269582624
59,2021-05-04 09:50:00.000,3.595639686634999,-1.8665909129194034,-2.876113975195588,-0.0003584480972697471,125.061,-0.005,0.37715672926483035,0.2563130200793276,0.002779284211146293
60,2021-05-04 10:00:00.000,4.849242598066133,0.26706387468598436,-4.5513299916971715,0.0019346754053418062,160.517,0.03,0.4358176626494774,0.3037815930360269,0.002994164092215939
61,2021-05-04 10:10:00.000,6.355027156725977,2.400805830313989,-5.73735913288679,0.0017319887965417682,182.135,0.028,0.2761953785651322,0.19800610231793753,0.0021939926954342927
62,2021-05-04 10:20:00.000,5.670545189768617,2.0617832030403935,-5.053279726594089,-0.0001431259847310711,180.002,0.017,0.3742910087664757,0.2557254860978044,0.002762660137757577
63,2021-05-04 10:30:00.000,6.324929950778119,2.6289474021749824,-5.555746973615522,0.0025920189614550317,185.256,0.034,0.2972988560856578,0.22267777412675538,0.002641924280356736
64,2021-05-04 10:40:00.000,6.546471915065436,2.7481978048550624,-5.8100870839419345,0.001724865584230668,184.691,0.023,0.25057253590370315,0.18588970592953558,0.0019891506238918456
65,2021-05-04 10:50:00.000,6.690948114748656,2.035723350170163,-6.066525609545388,0.0031077462787664537,177.735,0.043,0.40939899381278494,0.2380444885055515,0.002825563728983768
66,2021-05-04 11:00:00.000,6.043166233790415,1.5980631737280564,-5.5903345867871375,0.002613162882796344,176.113,0.04,0.3221216769484401,0.27191528895836875,0.003193400409168313
67,2021-05-04 11:10:00.000,6.70026095483957,0.6770522921556013,-6.412523050812799,0.012412467967836627,165.734,0.114,0.30760939769623163,0.26682738085816204,0.0034401721168859896
68,2021-05-04 11:20:01.000,6.736967190226414,1.0482454452780194,-6.401731826697035,0.014829763784029674,170.022,0.135,0.23664938758441476,0.2792340261501841,0.003235026022420284
69,2021-05-04 11:30:01.000,5.956557046035409,0.7542067160008743,-5.621965619070768,0.01103939220636534,168.304,0.12,0.3793023738284403,0.3084591897928181,0.003562036845185813
70,2021-05-04 11:40:00.000,6.0776725164766345,1.040045210727152,-5.742592179478768,0.014851561479197172,169.508,0.153,0.3013334181449166,0.2729461209640089,0.0030396338636949727
71,2021-05-04 11:50:08.000,6.1380849160726205,-0.14802712018126413,-5.047015842031882,0.019777576562874044,159.986,0.155,0.5080787879516534,0.6566207079997327,0.008206476022881453
72,2021-05-04 12:00:00.000,7.113650007233759,2.2235334896859342,-6.585789846943758,0.0028666497601089838,178.285,0.034,0.26773329845694693,0.19932228300238058,0.002070349989163679
73,2021-05-04 12:10:00.000,6.773363728472043,1.4853914785905056,-6.406138916899903,0.0019416498586847669,171.277,0.024,0.38012647835543456,0.20365268149396548,0.0021373717301679
74,2021-05-04 12:20:00.000,5.361744757015636,0.7970773841163706,-4.852315245353149,0.0010990156053699131,166.617,0.03,0.4493263267936478,0.3918810377752645,0.003012725980374265
75,2021-05-04 12:30:00.000,4.671718913360127,-1.2139944216040042,-4.285102843145921,0.00016039474205529697,142.844,0.016,0.371989657431006,0.2989845327651495,0.0030428470321836503
76,2021-05-04 12:40:00.000,5.5787440230372525,-0.32938449044531826,-5.291510293137881,0.0011177414465264475,154.918,0.018,0.39171630879936215,0.2844086240494788,0.0029542717088212765
77,2021-05-04 12:50:00.000,6.646627726278347,-1.4385919970186718,-6.35159121215727,-0.00036324945247137726,146.909,-0.001,0.2743779848441612,0.21272907478976133,0.002078573431593226
78,2021-05-04 13:00:00.000,7.350887893242731,-1.4716937467932183,-7.063454444615331,0.0010591880445667424,147.314,0.012,0.25064196794610816,0.16539352156541925,0.0016341777245315093
79,2021-05-04 13:10:00.000,5.766993314894761,-0.9125324902855998,-5.439441511495037,0.0006680180970440787,149.034,0.016,0.3325060352196902,0.25484088328314797,0.002614753447786432
80,2021-05-04 13:20:00.000,5.459761063419591,0.7527284274957703,-5.087555112132975,0.0024235932929130735,166.794,0.05,0.453704390273463,0.30692654114463896,0.00324884776851888
81,2021-05-04 13:30:00.000,6.865048825259211,1.8015483324956687,-6.471677405285605,0.0019127481173211954,174.942,0.03,0.31595366082792803,0.19017284671479182,0.002010749731556872
82,2021-05-04 13:40:00.000,6.7910893537652015,1.2615850103901576,-6.4527681610217265,0.0015153382997087179,169.233,0.025,0.3640403830072736,0.21753827036775658,0.002344680509255767
83,2021-05-04 13:50:00.000,6.229597069817961,2.9008219200121674,-5.185289295416387,0.0015599677001558044,187.836,0.044,0.39242130919270507,0.28158828495846017,0.002653175438743912
84,2021-05-04 14:00:00.000,8.206155131470315,4.200302221006494,-6.921026881739206,0.003380284102258789,191.282,0.033,0.23548365417823383,0.15537038424695185,0.0016704432759994002
85,2021-05-04 14:10:00.000,8.507240688928128,3.8643187081766674,-7.483239352475097,0.0031879966994370714,187.257,0.027,0.2295023661852902,0.13259328888945007,0.0014358480577307204
