class,采集时间,纵向变位平均值,纵向变位标准差,横向变位平均值,横向变位标准差
165,2021-05-05 03:30:00.000,41.76852480284111,5.896542968991863,5.790740439359226,2.6094549659171413
166,2021-05-05 03:40:00.000,45.74930116923904,9.187144264972952,5.314333683602898,3.2354079918682133
167,2021-05-05 03:50:00.000,39.98967127925209,3.706988924227286,2.784570217012764,2.067987400114724
168,2021-05-05 04:00:00.000,40.11423957409567,2.6397313472897763,0.7229741115188395,1.9894161313859222
169,2021-05-05 04:10:00.000,41.02881242318755,2.927450371370569,2.286352763628174,2.5247990462775562
170,2021-05-05 04:20:00.000,46.33803851528971,7.275795981567224,12.243762575431726,3.930451141343596
171,2021-05-05 04:30:00.000,54.814895053789236,4.646607003572572,14.093757240229232,2.5190845397559585
172,2021-05-05 04:40:00.000,55.7479220779621,3.7244908940021824,15.457030122505142,2.5411366631549233
173,2021-05-05 04:50:00.000,52.30934032473573,1.9924222001442855,15.730627259499771,2.5664542850679353
174,2021-05-05 05:00:00.000,48.849642538164524,2.667573363217452,10.417990525656153,2.5696603549908263
175,2021-05-05 05:10:00.000,48.93939466475124,4.525122227964585,11.573543681250198,2.2774350126716274
176,2021-05-05 05:20:00.000,51.1876659185224,3.8967888507965585,12.677561717358383,2.5101103130769067
177,2021-05-05 05:30:00.000,51.0557338877563,2.0828996527733965,11.85748335062275,1.6361394067602928
178,2021-05-05 05:40:00.000,52.55033882649886,2.3880219029339003,11.888057657690519,1.5040230261298397
179,2021-05-05 05:50:00.000,55.3809415916158,1.6870471701062468,12.854860708451119,1.4767762639616029
180,2021-05-05 06:00:00.000,53.20447835623307,2.6666189612460505,13.436324208839878,1.727169897393938
181,2021-05-05 06:10:00.000,49.48133579203578,1.9066091135556247,11.684246673826921,2.5562280668586568
182,2021-05-05 06:20:00.000,47.90059117379225,1.7342128322152481,14.276684596942625,4.229622598217841
183,2021-05-05 06:30:00.000,48.19542284556018,2.462550839046272,16.435144908376028,2.090146115349161
184,2021-05-05 06:40:00.000,52.6432042765552,1.9668116872133332,16.878691456720162,2.1393390290428784
185,2021-05-05 06:50:00.000,54.268677582504814,2.482876708591755,14.79123937510756,1.967561426433111
186,2021-05-05 07:00:00.000,56.00112842566215,2.7589301354716755,17.49309232880284,2.1860732609517957
187,2021-05-05 07:10:00.000,53.62803496018387,3.2687536119663596,18.67853624714319,2.3497801019653735
